ID,answer
TG_A_J_20230304,2665.045654
TG_A_J_20230305,0
TG_A_J_20230306,3478.345703
TG_A_J_20230307,3765.714111
TG_A_J_20230308,3562.057861
TG_A_J_20230309,4078.695557
TG_A_J_20230310,4080.848389
TG_A_J_20230311,3233.245117
TG_A_J_20230312,0
TG_A_J_20230313,4207.546875
TG_A_J_20230314,4048.306152
TG_A_J_20230315,4069.583496
TG_A_J_20230316,4489.064453
TG_A_J_20230317,5233.665527
TG_A_J_20230318,4203.684082
TG_A_J_20230319,0
TG_A_J_20230320,3789.509277
TG_A_J_20230321,3806.017334
TG_A_J_20230322,4072.371826
TG_A_J_20230323,3749.006836
TG_A_J_20230324,3998.437744
TG_A_J_20230325,4020.60498
TG_A_J_20230326,0
TG_A_J_20230327,4390.592773
TG_A_J_20230328,4539.355957
TG_A_J_20230329,4510.23584
TG_A_J_20230330,4739.927246
TG_A_J_20230331,5058.70752
TG_A_S_20230304,3977.175049
TG_A_S_20230305,0
TG_A_S_20230306,4230.286621
TG_A_S_20230307,4575.88916
TG_A_S_20230308,4474.144043
TG_A_S_20230309,4615.077637
TG_A_S_20230310,4626.955078
TG_A_S_20230311,4331.146973
TG_A_S_20230312,0
TG_A_S_20230313,4596.928223
TG_A_S_20230314,4592.978027
TG_A_S_20230315,4927.407715
TG_A_S_20230316,4769.428223
TG_A_S_20230317,4751.591797
TG_A_S_20230318,4705.036621
TG_A_S_20230319,0
TG_A_S_20230320,5403.914551
TG_A_S_20230321,4675.476074
TG_A_S_20230322,5720.339844
TG_A_S_20230323,5227.149902
TG_A_S_20230324,5192.88916
TG_A_S_20230325,5023.980957
TG_A_S_20230326,0
TG_A_S_20230327,5819.52002
TG_A_S_20230328,5842.046387
TG_A_S_20230329,6104.244629
TG_A_S_20230330,6153.941406
TG_A_S_20230331,5938.047852
TG_B_J_20230304,3607.390137
TG_B_J_20230305,0
TG_B_J_20230306,3802.691406
TG_B_J_20230307,3758.722168
TG_B_J_20230308,3817.317383
TG_B_J_20230309,3966.712158
TG_B_J_20230310,3237.386719
TG_B_J_20230311,2943.173828
TG_B_J_20230312,0
TG_B_J_20230313,3841.203369
TG_B_J_20230314,3848.443604
TG_B_J_20230315,3977.142334
TG_B_J_20230316,4139.661133
TG_B_J_20230317,4527.768066
TG_B_J_20230318,2953.26001
TG_B_J_20230319,0
TG_B_J_20230320,2882.26123
TG_B_J_20230321,2739.806152
TG_B_J_20230322,2653.355225
TG_B_J_20230323,2123.592529
TG_B_J_20230324,3151.223633
TG_B_J_20230325,2287.476807
TG_B_J_20230326,0
TG_B_J_20230327,3316.159912
TG_B_J_20230328,4604.315918
TG_B_J_20230329,3023.821533
TG_B_J_20230330,3880.060547
TG_B_J_20230331,3399.473145
TG_B_S_20230304,4120.94043
TG_B_S_20230305,0
TG_B_S_20230306,4086.80835
TG_B_S_20230307,4185.64209
TG_B_S_20230308,4187.35791
TG_B_S_20230309,4316.928223
TG_B_S_20230310,4094.648926
TG_B_S_20230311,3791.281982
TG_B_S_20230312,2.726195812
TG_B_S_20230313,4284.932129
TG_B_S_20230314,4141.328125
TG_B_S_20230315,4128.770996
TG_B_S_20230316,4194.54834
TG_B_S_20230317,4291.243652
TG_B_S_20230318,4325.560547
TG_B_S_20230319,0
TG_B_S_20230320,5033.509766
TG_B_S_20230321,5239.002441
TG_B_S_20230322,3213.511719
TG_B_S_20230323,4834.744141
TG_B_S_20230324,4798.399902
TG_B_S_20230325,4895.240723
TG_B_S_20230326,0
TG_B_S_20230327,5858.612793
TG_B_S_20230328,6093.23291
TG_B_S_20230329,5745.04248
TG_B_S_20230330,4901.969727
TG_B_S_20230331,5181.010254
TG_C_J_20230304,5026.118164
TG_C_J_20230305,0
TG_C_J_20230306,4162.388672
TG_C_J_20230307,4057.386963
TG_C_J_20230308,3922.226074
TG_C_J_20230309,4687.161133
TG_C_J_20230310,5018.839844
TG_C_J_20230311,5396.179199
TG_C_J_20230312,0
TG_C_J_20230313,4530.6875
TG_C_J_20230314,4815.907715
TG_C_J_20230315,5279.637695
TG_C_J_20230316,5433.888184
TG_C_J_20230317,6270.935547
TG_C_J_20230318,6342.499512
TG_C_J_20230319,0
TG_C_J_20230320,4514.727539
TG_C_J_20230321,4802.406738
TG_C_J_20230322,3862.195313
TG_C_J_20230323,4109.326172
TG_C_J_20230324,4497.293457
TG_C_J_20230325,5075.649414
TG_C_J_20230326,0
TG_C_J_20230327,4403.780762
TG_C_J_20230328,4695.519043
TG_C_J_20230329,4318.125488
TG_C_J_20230330,7470.243652
TG_C_J_20230331,4359.59375
TG_C_S_20230304,4675.960449
TG_C_S_20230305,0
TG_C_S_20230306,4464.791992
TG_C_S_20230307,3837.388672
TG_C_S_20230308,3808.564209
TG_C_S_20230309,3848.045898
TG_C_S_20230310,4697.794434
TG_C_S_20230311,4566.289551
TG_C_S_20230312,0
TG_C_S_20230313,3759.439697
TG_C_S_20230314,4631.498535
TG_C_S_20230315,4126.587402
TG_C_S_20230316,5044.030762
TG_C_S_20230317,5174.803711
TG_C_S_20230318,4812.009277
TG_C_S_20230319,3.905862808
TG_C_S_20230320,5659.518555
TG_C_S_20230321,5728.731445
TG_C_S_20230322,5419.338379
TG_C_S_20230323,5647.313965
TG_C_S_20230324,5683.691406
TG_C_S_20230325,5832.25
TG_C_S_20230326,0
TG_C_S_20230327,7149.726563
TG_C_S_20230328,7043.867188
TG_C_S_20230329,6272.302246
TG_C_S_20230330,5268.337891
TG_C_S_20230331,6024.233887
TG_D_J_20230304,724.8203735
TG_D_J_20230305,0
TG_D_J_20230306,2345.283691
TG_D_J_20230307,2443.404785
TG_D_J_20230308,2591.142334
TG_D_J_20230309,2464.305664
TG_D_J_20230310,2883.382568
TG_D_J_20230311,1882.266724
TG_D_J_20230312,0
TG_D_J_20230313,3188.265625
TG_D_J_20230314,3079.626465
TG_D_J_20230315,3002.181396
TG_D_J_20230316,3275.161865
TG_D_J_20230317,4046.942871
TG_D_J_20230318,3034.891602
TG_D_J_20230319,0
TG_D_J_20230320,4738.836914
TG_D_J_20230321,4686.291016
TG_D_J_20230322,4784.231934
TG_D_J_20230323,4335.285156
TG_D_J_20230324,5676.12207
TG_D_J_20230325,4535.418945
TG_D_J_20230326,0
TG_D_J_20230327,5381.121582
TG_D_J_20230328,4126.913574
TG_D_J_20230329,5210.105469
TG_D_J_20230330,4718.262207
TG_D_J_20230331,5108.037598
TG_D_S_20230304,3927.488281
TG_D_S_20230305,0
TG_D_S_20230306,3894.013184
TG_D_S_20230307,3937.015869
TG_D_S_20230308,3962.479492
TG_D_S_20230309,4017.267578
TG_D_S_20230310,4364.651367
TG_D_S_20230311,4093.276123
TG_D_S_20230312,24.6483326
TG_D_S_20230313,3876.634033
TG_D_S_20230314,3892.654297
TG_D_S_20230315,4295.913086
TG_D_S_20230316,4228.932617
TG_D_S_20230317,4415.612305
TG_D_S_20230318,4243.445801
TG_D_S_20230319,0
TG_D_S_20230320,4700.711426
TG_D_S_20230321,5115.057617
TG_D_S_20230322,4711.946777
TG_D_S_20230323,5042.864746
TG_D_S_20230324,4274.283203
TG_D_S_20230325,4823.051758
TG_D_S_20230326,0
TG_D_S_20230327,4934.830566
TG_D_S_20230328,5407.551758
TG_D_S_20230329,3587.673096
TG_D_S_20230330,4881.710938
TG_D_S_20230331,4861.493652
TG_E_J_20230304,988.7113037
TG_E_J_20230305,0
TG_E_J_20230306,1676.952515
TG_E_J_20230307,1432.417236
TG_E_J_20230308,1293.729126
TG_E_J_20230309,1402.711426
TG_E_J_20230310,723.7789917
TG_E_J_20230311,457.4845581
TG_E_J_20230312,0
TG_E_J_20230313,1163.784668
TG_E_J_20230314,1322.829834
TG_E_J_20230315,1071.156494
TG_E_J_20230316,1746.531982
TG_E_J_20230317,1493.47229
TG_E_J_20230318,1504.649048
TG_E_J_20230319,0
TG_E_J_20230320,1365.834351
TG_E_J_20230321,1238.119751
TG_E_J_20230322,856.0171509
TG_E_J_20230323,926.4276733
TG_E_J_20230324,1195.896851
TG_E_J_20230325,464.943512
TG_E_J_20230326,0
TG_E_J_20230327,1801.327393
TG_E_J_20230328,2279.304443
TG_E_J_20230329,2247.394775
TG_E_J_20230330,1879.542114
TG_E_J_20230331,1835.911255
TG_E_S_20230304,3611.736328
TG_E_S_20230305,0
TG_E_S_20230306,4095.993408
TG_E_S_20230307,3830.780762
TG_E_S_20230308,3837.981201
TG_E_S_20230309,3793.64624
TG_E_S_20230310,3502.819092
TG_E_S_20230311,3979.621582
TG_E_S_20230312,0
TG_E_S_20230313,3884.064941
TG_E_S_20230314,3784.621338
TG_E_S_20230315,3324.251709
TG_E_S_20230316,3450.556396
TG_E_S_20230317,3752.697998
TG_E_S_20230318,3320.945557
TG_E_S_20230319,0
TG_E_S_20230320,5584.64502
TG_E_S_20230321,4452.665527
TG_E_S_20230322,4328.627441
TG_E_S_20230323,4473.313965
TG_E_S_20230324,5525.936035
TG_E_S_20230325,4366.835938
TG_E_S_20230326,0
TG_E_S_20230327,6484.16748
TG_E_S_20230328,5396.059082
TG_E_S_20230329,5344.149414
TG_E_S_20230330,5339.22998
TG_E_S_20230331,4913.196289
CR_A_J_20230304,1412.033936
CR_A_J_20230305,807.7471924
CR_A_J_20230306,2692.318604
CR_A_J_20230307,3022.394775
CR_A_J_20230308,3305.196533
CR_A_J_20230309,2957.280029
CR_A_J_20230310,3536.99707
CR_A_J_20230311,1921.409546
CR_A_J_20230312,756.5860596
CR_A_J_20230313,2805.306396
CR_A_J_20230314,2834.805908
CR_A_J_20230315,3350.677979
CR_A_J_20230316,3452.234131
CR_A_J_20230317,3730.043945
CR_A_J_20230318,1142.944824
CR_A_J_20230319,669.229126
CR_A_J_20230320,2491.561035
CR_A_J_20230321,2825.860352
CR_A_J_20230322,3088.66333
CR_A_J_20230323,2684.800537
